file_id,cell_id,EOL,initial_capacity,resistance_initial,capacity_c10,soh_c10,capacity_c50,soh_c50,capacity_c100,soh_c100,capacity_slope_w20,capacity_mean_w20,capacity_std_w20,soh_w20,resistance_mean_w20,resistance_slope_w20,efficiency_mean_w20,efficiency_std_w20,temp_mean_w20,capacity_slope_w50,capacity_mean_w50,capacity_std_w50,soh_w50,resistance_mean_w50,resistance_slope_w50,efficiency_mean_w50,efficiency_std_w50,temp_mean_w50,capacity_slope_w100,capacity_mean_w100,capacity_std_w100,soh_w100,resistance_mean_w100,resistance_slope_w100,efficiency_mean_w100,efficiency_std_w100,temp_mean_w100,delta_v_mean_c10_c50,delta_v_std_c10_c50,delta_v_var_c10_c50,delta_v_min_c10_c50,delta_v_max_c10_c50,delta_v_mean_c10_c100,delta_v_std_c10_c100,delta_v_var_c10_c100,delta_v_min_c10_c100,delta_v_max_c10_c100
FastCharge_000015_CH4_structure.json,el150800737390,796,1.0581568,0.0155538041144609,1.0632297,1.0047940910080624,1.0635437,1.0050908334190172,1.0617574,1.0034027093149145,0.00025018691729326615,1.0624340899999998,0.0016302228951588214,1.0053102715967992,0.015483200782909939,-6.9108609586255264e-06,0.8785407860148597,0.0008501992126792645,33.7551570892334,4.9507980792308554e-05,1.063170534,0.0011966105288873246,1.0050908334190172,0.015444664880633306,-2.543279031316232e-06,0.8787550496098998,0.0006273132045351251,33.84201820373535,-4.58688268826116e-06,1.062950962,0.0009402171556379863,1.0034027093149145,0.015392379928380207,-2.1538170244002548e-06,0.8781272676955298,0.0009453476950005487,34.05078147888184,-0.0013346108390569,0.003679015998528,1.3535158717425043e-05,-0.0202011982458469,0.0165858113450747,-0.0063446561953555,0.0094759186588502,8.979303442914612e-05,-0.0563518309615123,0.007564735350293
FastCharge_000002_CH18_structure.json,el150800737233,828,1.0636606000000002,0.0154853425920009,1.0679353,1.0040188571429645,1.0685687,1.004614347847424,1.067026,1.0031639791865938,0.00020057954887221682,1.06734569,0.0013197048321120653,1.004446625173481,0.015310966735705683,-1.047159706179461e-05,0.8787046026179481,0.0006481431932468805,32.912879180908206,4.7675154861928565e-05,1.06805541,0.0010190662536361224,1.004614347847424,0.015269705671817013,-2.7023021932270385e-06,0.8786165648954893,0.0005232878521531626,32.97037353515625,-6.291857185775888e-07,1.067962636,0.0007934659779120835,1.0031639791865938,0.015255639618262602,-6.531393158249261e-07,0.8775320473338105,0.0013768774885129927,33.05460319519043,-0.0017612613889501,0.0045072754884438,2.0315532328726612e-05,-0.0254501376123368,0.0193467935469429,-0.0080836598958343,0.0111345078718058,0.0001239772655473,-0.0651834782510238,0.0136582221350241
FastCharge_000002_CH10_structure.json,el150800737329,1009,1.0665728,0.0154348416253924,1.0704191,1.0036062235976766,1.0709598,1.0041131744593523,1.0694544,1.0027017377529222,0.00018068195488724878,1.06982563,0.001188778942486741,1.003991382491659,0.015277757728472296,-9.546764335012759e-06,0.8799369925140791,0.0006470717503434815,32.07894067764282,4.3609358943576083e-05,1.070518154,0.0009516755315147811,1.0041131744593523,0.015244430396705816,-2.0691352177494564e-06,0.8798745593695501,0.0005203628385689294,32.115922126770016,-2.9218715871566802e-06,1.070348299,0.0007491140134178241,1.0027017377529222,0.01523784216493363,-2.697408154601509e-07,0.8789774539050154,0.001189281477397914,32.194399738311766,-0.0008155958081969,0.0040402292165349,1.6323452122143007e-05,-0.0232641657970504,0.0217490111376785,-0.0061605539204498,0.0099350927318945,9.870606759134315e-05,-0.0591279122267232,0.0315662650030419
FastCharge_000039_CH27_structure.json,EL150800460507,860,1.0750394,0.0168324150145053,1.0809715,1.0055180303159121,1.0809796,1.0055255649234809,1.0796947,1.004330352915437,0.00018416195488724812,1.08029459,0.001467530409190857,1.0057496497337677,0.01663824999704952,-8.288338164187393e-06,0.8802079157003269,0.00041932465824866976,33.65709285736084,3.317486674669506e-05,1.080779308,0.0010110842581783003,1.0055255649234809,0.01663534112274641,-6.828488422028117e-08,0.879463257893642,0.0008670311599836517,33.679281082153324,-4.137038703865841e-06,1.0806390670000001,0.0008045905783757153,1.004330352915437,0.01668156130239363,1.921726655055317e-06,0.8776139449113827,0.0022661838913697364,33.772658042907715,-0.0054268656206688,0.0069136667925499,4.779878851840813e-05,-0.0403121990060872,0.0149604787809454,-0.0113262081111059,0.0137321768710328,0.0001885726816173,-0.0796948808603219,0.0229199484090401
FastCharge_000013_CH14_structure.json,EL150800463882,788,1.0507991,0.0165174584835767,1.0581003,1.0069482358711574,1.0607976,1.009515139478136,1.0599719,1.0087293565439863,0.0003492060902256042,1.0576539550000001,0.002661232625020781,1.0088673467649523,0.0154890419915318,-6.555184946024047e-05,0.8805605198860391,0.0013853613161318443,32.84826831817627,0.00011322019687875267,1.059476512,0.00225041319056212,1.009515139478136,0.015881234817206814,1.479748658844873e-05,0.8804206681715726,0.0009585748772192821,32.736644134521484,2.6677312931294117e-05,1.059991038,0.0016939602932642816,1.0087293565439863,0.016041887830942826,7.040863702989691e-06,0.8794046117459707,0.001474383592552602,32.76099136352539,-0.0024452314999313,0.0030678661579514,9.411802763103863e-06,-0.0147300023113836,0.0226946288222129,-0.0078397191591488,0.0090848358179933,8.253424183989482e-05,-0.0506643643834876,-4.482134291805551e-05
FastCharge_000073_CH35_structure.json,el150800460492,514,1.0649502,0.0177800208330154,1.0736306,1.008150991473592,1.0755733,1.0099752082303943,1.0746909,1.0091466248844312,0.0003375536842105491,1.07269795,0.0023988894994351577,1.0093164919824422,0.017538888659328178,-1.3395433867336052e-05,0.8745727693345826,0.0007665250499450642,33.30078296661377,9.341173109242734e-05,1.0740731780000001,0.0019394881202307317,1.0099752082303943,0.01753492612391706,-6.078465395615495e-07,0.8738037031498399,0.0011505990183807693,33.35988471984863,2.6084056405647168e-05,1.074580604,0.0014837220048863815,1.0091466248844312,0.017576294932514384,1.2988362549626512e-06,0.8714177277007835,0.002709908253730895,33.428610763549806,-0.0047253944359723,0.0068305509027021,4.665642563440581e-05,-0.0404406068236751,0.0103264551018429,-0.0121261235000289,0.0148820164615671,0.0002214744139623,-0.0856620605808649,0.0163255569162243
FastCharge_000045_CH2_structure.json,EL150800460486,1178,1.0725228999999998,0.017121972516179,1.0797766000000002,1.0067632122353753,1.0817146,1.008570166660311,1.0806296999999998,1.0075586264871361,0.00041579593984966494,1.07982544,0.002789414526634612,1.008704056575389,0.01605617664754386,-4.624797773540503e-05,0.8849043397471554,0.0022379617133969215,31.55353126525879,8.437347899157892e-05,1.081064286,0.002035005949967739,1.008570166660311,0.01656752657145257,2.167843765213564e-05,0.8851198890798824,0.001447453543357559,31.37854190826416,1.0553440144019971e-05,1.08115964,0.0014640802860499344,1.0075586264871361,0.016754554752260408,8.520434847777307e-06,0.8848779830305538,0.0011549699532461691,31.33370601654053,-0.0002287313544807,0.0013539787312649,1.833258404717954e-06,-0.0260153353881604,0.012423829073616,-0.0031755724303174,0.0032088280035053,1.0296577156079854e-05,-0.0222810926744561,0.0081862861937671
FastCharge_000037_CH22_structure.json,EL150800460658,896,1.0773282,0.017176728695631,1.0836941,1.0059089699870476,1.0846964,1.0068393271428335,1.0836461000000002,1.005864415319306,0.00025904360902254727,1.08304221,0.0017879970830233709,1.0066382742046482,0.017040279693901494,-7.564269174309732e-06,0.8768884597838484,0.0005215164226472817,32.01105031967163,6.70721344537784e-05,1.084064656,0.0014075724004341686,1.0068393271428335,0.01702482253313059,-1.0141454824887522e-06,0.876313599944737,0.0007506735213840716,32.00859912872315,8.452005400539795e-06,1.084203787,0.0010706795526818484,1.005864415319306,0.01703795272856946,9.214781960172389e-07,0.8748978750200248,0.0019995970914077226,32.09291389465332,-0.0038007644524836,0.0053597908637414,2.872735810304597e-05,-0.0311784401715038,0.0092785894417812,-0.0085556008821865,0.0110127745867616,0.0001212812040988,-0.0642754317396443,0.0344869401079521
FastCharge_000024_CH45_structure.json,el150800460474,469,1.0664768999999998,0.0177983436733484,1.0745265,1.0075478428084097,1.0768008,1.0096803784498287,1.0763599,1.0092669611503071,0.00032161458646618965,1.0742120700000002,0.002235886243103642,1.0090851475545322,0.017569378577172706,-8.236135083032929e-06,0.8741852493773283,0.0007676276954831212,32.95529155731201,9.767804561824667e-05,1.0756959539999997,0.0018751518346214028,1.0096803784498287,0.017580193877220106,1.0030993035720612e-06,0.8726075517805434,0.0017420167953797997,32.96338813781738,2.7476503450348392e-05,1.0762508450000001,0.0014465316726138507,1.0092669611503071,0.01767782920971508,3.5202289165014757e-06,0.8688867047890443,0.0042262076372834145,33.02517761230469,-0.0074754908009441,0.0104942805239526,0.0001101299237154,-0.056822618308153,0.0027672861729532,-0.0163501301730695,0.0191686035675752,0.0003674353627308,-0.1051868302464806,0.0055019411356136
FastCharge_000067_CH41_structure.json,EL150800453773,617,1.0702026000000002,0.0163486748933792,1.0760678999999995,1.0054805510657507,1.0760677,1.0054803641852486,1.0749753999999998,1.004459716319134,0.0002084450375939764,1.075420505,0.0015260559765207687,1.00579665943626,0.016150373872369495,-7.568373996063087e-06,0.8751877568093498,0.0004420040755168751,33.54440002441406,3.71712124849942e-05,1.0759731140000002,0.001070030864603405,1.0054803641852486,0.016154130585491613,3.985644710590077e-07,0.873920785294474,0.0013440232758193816,33.57959526062012,-5.830730873079129e-06,1.075745517,0.0008484139261062101,1.004459716319134,0.016213423106819346,2.3403256000465017e-06,0.8709206966394664,0.0035156067109066514,33.69292667388916,-0.0083924655937251,0.0098312797502986,9.66540615286325e-05,-0.0570434413667779,0.0057113974615794,-0.0175573875929792,0.0184492465309111,0.0003403746975583,-0.1045268272400488,0.001802942036007
